app_id,flag
1,0
5,0
6,0
7,0
11,0
14,0
17,0
21,0
22,0
23,0
24,0
27,0
30,0
32,0
38,0
39,0
41,0
42,0
43,0
44,0
45,0
46,0
48,0
50,0
52,0
55,0
57,0
59,0
63,0
64,0
65,0
67,0
68,0
72,0
74,0
75,0
77,0
83,0
85,1
86,0
87,0
89,0
91,0
94,0
99,0
101,0
109,0
110,0
111,0
112,0
113,0
114,0
117,0
119,0
129,0
130,0
132,0
133,0
136,0
138,0
140,0
141,0
144,0
147,0
149,0
151,0
161,0
162,0
164,0
165,0
168,0
169,0
172,0
174,0
180,0
184,0
187,0
189,0
195,0
196,0
197,0
198,0
199,0
204,0
205,1
207,0
208,0
210,0
214,0
216,0
217,0
219,0
220,0
221,0
224,0
228,0
231,0
232,0
233,0
234,0
236,0
238,0
239,0
242,0
243,0
246,0
248,0
251,0
252,0
253,0
255,1
256,0
258,0
260,0
262,0
263,0
265,0
266,0
267,0
268,0
273,0
275,0
277,0
279,0
281,0
284,0
289,0
290,0
291,0
293,0
295,0
297,0
300,0
302,0
305,0
307,0
308,0
309,0
312,0
313,0
316,0
318,1
319,0
320,0
321,0
322,0
324,0
326,0
329,0
330,0
331,0
332,0
337,0
343,0
346,0
349,0
350,0
352,0
355,0
357,0
359,0
362,0
364,1
366,0
369,0
370,0
371,0
372,0
374,0
384,0
385,0
388,0
391,0
393,0
397,0
398,0
404,0
405,0
406,0
407,0
409,0
410,0
414,0
415,1
416,0
420,0
424,0
430,1
435,0
440,0
442,0
445,0
447,0
450,1
451,1
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
462,0
463,0
470,1
471,0
472,0
474,0
478,0
479,0
480,0
482,0
484,0
487,0
489,0
491,0
493,0
496,0
499,0
501,1
507,0
509,0
510,1
515,0
516,0
518,0
520,0
524,0
526,0
528,0
532,0
537,0
538,0
543,0
546,0
547,0
549,0
551,0
552,0
555,0
556,0
557,0
565,0
569,1
570,0
571,0
573,0
574,0
575,0
579,0
580,0
583,0
584,0
587,1
588,0
592,0
594,0
598,0
599,0
601,0
604,0
605,0
608,0
610,0
611,0
612,0
615,1
617,0
618,0
619,1
624,0
630,0
634,0
637,0
638,0
643,1
647,0
655,0
656,0
657,0
659,0
666,0
670,0
674,0
676,0
677,0
678,0
681,0
682,0
684,0
686,0
689,0
690,0
692,0
694,0
698,0
701,0
703,0
704,0
706,0
709,0
710,0
713,0
716,0
717,0
718,0
719,0
720,0
723,0
725,0
727,1
729,0
732,1
733,0
734,0
735,0
736,0
739,0
744,0
745,0
746,1
747,0
749,0
751,0
754,0
756,0
757,0
758,0
759,0
763,0
765,0
766,0
767,0
768,0
771,0
772,0
777,0
783,0
785,0
786,0
787,1
788,0
789,0
791,0
792,0
795,0
797,1
798,1
799,0
800,0
802,0
803,0
804,0
805,0
807,0
812,0
815,0
817,0
818,0
819,0
821,0
822,0
825,0
827,0
829,0
831,0
833,0
835,0
836,0
838,0
841,0
842,0
845,0
846,0
849,0
851,0
853,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
868,0
870,0
871,0
872,0
873,0
876,0
877,0
879,0
880,0
881,0
885,0
886,0
891,0
892,0
895,0
897,0
899,0
901,0
904,0
906,0
908,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
920,0
924,0
928,0
930,1
934,0
936,0
938,0
939,0
941,0
944,0
945,0
946,0
948,0
949,0
950,0
953,0
958,0
959,0
960,0
962,1
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,1
979,0
981,0
982,0
984,0
986,0
988,0
989,0
990,0
992,0
993,0
995,0
997,0
998,0
999,0
1001,0
1002,0
1005,0
1010,0
1014,0
1015,0
1016,0
1017,0
1018,0
1022,0
1023,0
1025,0
1027,0
1028,1
1029,0
1030,0
1035,0
1038,0
1040,0
1041,1
1042,0
1046,1
1048,0
1049,0
1050,0
1051,0
1056,1
1058,0
1061,0
1064,0
1067,0
1068,0
1069,0
1071,0
1074,0
1077,0
1080,0
1081,0
1084,0
1088,0
1089,0
1090,0
1092,0
1094,0
1096,0
1098,0
1099,0
1103,0
1104,0
1105,0
1106,0
1109,0
1116,0
1118,0
1119,0
1121,1
1122,0
1123,0
1124,0
1125,0
1130,0
1132,0
1134,0
1135,0
1136,0
1137,0
1140,0
1141,0
1142,0
1143,0
1146,0
1147,0
1148,0
1155,0
1156,0
1157,0
1159,0
1163,0
1164,0
1166,0
1172,0
1173,0
1175,0
1179,0
1180,0
1181,0
1183,0
1185,0
1186,0
1188,0
1190,0
1192,0
1194,0
1198,0
1199,0
1201,0
1202,0
1203,0
1207,0
1208,0
1210,0
1217,0
1218,0
1223,0
1224,0
1225,0
1226,0
1227,0
1229,0
1230,0
1231,1
1233,0
1235,0
1236,0
1239,0
1242,0
1243,0
1244,0
1245,0
1247,0
1251,0
1253,0
1254,0
1256,0
1257,0
1263,0
1267,0
1269,0
1270,1
1271,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1289,0
1291,0
1292,1
1293,0
1295,0
1297,0
1305,0
1307,0
1309,0
1315,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1332,0
1337,0
1341,0
1342,0
1343,0
1346,0
1348,0
1351,0
1352,0
1353,0
1355,0
1358,0
1359,0
1360,0
1366,0
1370,0
1371,0
1375,0
1376,0
1383,0
1384,0
1387,0
1390,0
1397,0
1398,0
1400,0
1404,0
1406,0
1411,0
1415,0
1418,0
1419,0
1423,0
1424,0
1425,0
1426,0
1428,0
1429,0
1431,0
1433,0
1437,0
1438,0
1444,0
1448,0
1450,0
1455,0
1456,0
1457,0
1459,0
1461,1
1463,0
1464,0
1466,0
1468,0
1470,0
1472,0
1473,0
1474,0
1476,0
1483,0
1485,0
1488,0
1490,0
1494,0
1495,0
1500,0
1503,0
1507,0
1508,0
1517,0
1519,0
1520,0
1521,0
1522,0
1526,0
1528,0
1529,0
1531,0
1533,0
1535,0
1536,0
1539,0
1540,0
1543,0
1544,0
1548,0
1549,0
1550,0
1552,0
1553,0
1555,0
1556,0
1561,0
1569,0
1570,0
1571,0
1578,0
1580,0
1586,0
1587,0
1589,0
1591,0
1592,0
1593,0
1595,0
1597,0
1600,0
1601,0
1602,1
1603,0
1605,0
1607,0
1608,0
1610,0
1615,0
1616,0
1618,0
1623,0
1626,0
1627,0
1630,0
1632,0
1633,0
1645,0
1646,0
1647,0
1649,0
1650,0
1651,0
1652,0
1654,0
1655,0
1657,0
1658,0
1659,0
1660,0
1661,0
1663,0
1664,0
1666,0
1670,0
1671,0
1673,0
1674,0
1678,0
1679,0
1680,0
1682,0
1683,0
1685,0
1686,1
1688,0
1693,0
1695,0
1696,0
1699,0
1700,0
1703,0
1708,0
1713,0
1714,0
1715,0
1717,0
1718,0
1720,1
1721,0
1726,0
1730,0
1731,0
1738,0
1739,0
1742,0
1744,0
1745,0
1746,0
1747,0
1748,0
1751,0
1752,0
1756,0
1761,0
1762,0
1763,1
1764,0
1765,0
1766,1
1768,0
1769,0
1772,0
1777,0
1778,0
1781,0
1783,0
1788,0
1789,0
1790,0
1794,0
1797,0
1807,0
1809,0
1810,0
1813,0
1814,0
1815,0
1817,0
1821,0
1822,0
1825,0
1826,0
1829,0
1832,0
1833,0
1836,0
1840,0
1843,0
1845,0
1847,0
1849,0
1851,0
1853,0
1854,0
1858,0
1859,1
1860,0
1861,0
1863,0
1864,0
1866,0
1867,0
1868,0
1869,0
1872,0
1874,0
1875,0
1877,0
1878,0
1882,0
1883,0
1887,0
1889,0
1890,0
1892,0
1894,0
1896,0
1897,0
1898,0
1900,0
1901,0
1905,0
1906,0
1909,1
1912,0
1916,0
1917,0
1922,0
1923,0
1925,0
1928,0
1929,0
1931,0
1933,0
1934,0
1936,0
1939,0
1940,0
1942,0
1943,0
1944,0
1945,0
1946,1
1951,1
1955,0
1960,0
1964,0
1966,0
1968,0
1972,0
1973,0
1974,0
1976,0
1979,0
1981,0
1983,0
1985,0
1987,0
1988,0
1991,0
1994,0
1996,0
1997,0
2000,0
2002,0
2004,0
2005,0
2007,0
2012,0
2013,0
2014,0
2016,0
2020,0
2021,0
2022,0
2023,0
2025,1
2028,0
2032,1
2033,0
2035,0
2036,0
2040,0
2041,0
2042,0
2044,0
2045,0
2046,0
2050,0
2051,0
2054,0
2056,0
2057,0
2059,0
2060,0
2061,0
2069,0
2071,0
2074,0
2075,0
2077,0
2079,0
2082,0
2086,0
2091,0
2093,1
2094,0
2096,0
2097,0
2098,0
2100,0
2101,0
2103,0
2104,0
2111,0
2113,0
2116,0
2117,0
2119,0
2120,0
2121,0
2122,0
2127,0
2128,0
2134,0
2138,0
2140,0
2143,0
2145,0
2146,0
2148,0
2151,0
2152,0
2153,0
2154,0
2157,0
2161,0
2163,0
2165,0
2166,0
2170,0
2172,0
2174,0
2177,1
2178,0
2179,0
2180,0
2181,1
2184,0
2185,0
2188,0
2190,0
2193,0
2199,0
2201,0
2203,0
2208,0
2210,0
2211,0
2213,0
2219,1
2220,0
2223,0
2225,0
2229,0
2233,0
2234,0
2236,0
2242,0
2243,0
2245,0
2246,0
2249,0
2252,0
2254,0
2258,0
2259,0
2262,0
2263,0
2264,0
2266,0
2267,0
2268,0
2271,0
2272,0
2275,0
2278,0
2283,0
2285,0
2286,0
2287,0
2289,0
2291,0
2295,0
2299,0
2300,0
2301,0
2303,0
2304,0
2305,0
2307,0
2309,1
2310,0
2311,0
2312,0
2313,0
2315,0
2317,1
2319,0
2323,0
2324,0
2325,0
2326,0
2327,0
2329,1
2333,0
2335,0
2336,0
2337,0
2338,0
2340,0
2343,0
2344,1
2346,0
2349,0
2351,0
2354,0
2357,0
2358,0
2361,0
2362,0
2364,0
2366,0
2367,0
2368,0
2372,0
2376,0
2382,0
2383,0
2388,0
2389,0
2395,0
2399,0
2401,0
2403,0
2404,0
2406,0
2410,0
2415,0
2416,0
2417,0
2420,0
2423,0
2424,0
2426,0
2428,0
2430,0
2435,0
2439,0
2440,0
2442,0
2444,0
2450,0
2453,0
2456,0
2457,0
2459,0
2460,0
2465,0
2468,0
2470,0
2471,0
2476,0
2480,0
2481,0
2484,1
2485,0
2486,0
2490,0
2493,0
2496,0
2497,1
2498,0
2499,0
2500,0
2501,1
2504,0
2505,0
2506,0
2510,0
2512,0
2513,0
2514,0
2518,0
2521,0
2523,0
2524,0
2526,0
2527,0
2528,0
2531,0
2533,0
2534,0
2536,0
2537,0
2539,0
2540,0
2542,0
2544,0
2546,0
2547,0
2548,0
2549,0
2550,0
2554,0
2555,0
2557,0
2563,0
2565,0
2567,0
2569,0
2570,0
2579,0
2580,0
2581,0
2584,0
2585,0
2590,0
2592,0
2593,0
2594,0
2595,0
2597,0
2599,0
2600,0
2601,0
2602,0
2604,0
2605,0
2606,0
2608,0
2613,0
2621,0
2622,0
2625,0
2627,0
2630,0
2633,0
2634,0
2635,0
2638,0
2640,1
2642,0
2643,0
2645,0
2646,0
2647,0
2648,0
2652,0
2653,0
2655,0
2656,0
2657,0
2666,0
2667,0
2669,0
2671,0
2673,0
2674,0
2675,0
2677,0
2678,0
2679,0
2680,0
2681,0
2684,0
2686,0
2688,0
2689,0
2691,0
2692,0
2699,0
2703,0
2704,0
2705,0
2707,0
2708,0
2709,0
2712,0
2713,0
2714,0
2716,0
2717,0
2718,0
2720,0
2721,0
2724,0
2727,0
2729,0
2731,0
2738,0
2740,0
2741,0
2743,0
2749,0
2750,0
2752,0
2754,0
2755,0
2756,0
2757,0
2759,0
2760,0
2762,0
2763,0
2764,0
2766,1
2768,0
2769,0
2770,0
2771,0
2773,0
2774,0
2779,0
2782,0
2785,0
2786,0
2800,0
2805,0
2807,0
2810,0
2811,0
2812,0
2813,0
2815,0
2819,0
2822,0
2823,0
2824,0
2827,0
2832,0
2835,0
2838,0
2839,1
2840,0
2842,0
2845,0
2846,0
2849,0
2851,0
2854,0
2855,0
2856,0
2858,0
2859,0
2861,0
2865,0
2866,0
2869,0
2871,0
2873,0
2874,0
2878,0
2881,0
2882,0
2884,0
2889,0
2890,0
2891,0
2896,0
2897,0
2899,0
2900,0
2902,0
2905,0
2907,0
2908,0
2909,0
2910,0
2911,0
2912,0
2916,0
2918,0
2920,0
2922,0
2923,0
2924,0
2925,0
2927,0
2930,0
2931,0
2935,0
2938,0
2940,0
2941,0
2945,0
2946,0
2947,0
2951,0
2952,0
2953,0
2956,0
2958,0
2961,0
2965,0
2968,0
2969,0
2970,0
2972,0
2973,0
2975,0
2977,0
2979,0
2980,0
2983,0
2985,0
2988,0
2990,0
2993,0
2995,0
2996,0
2997,0
2998,0
2999,0
3001,0
3002,0
3003,0
3004,0
